name,pos_weight,leaf,seed,threshold,fs_accuracy,fs_balanced_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
best_seed28,0.35,10,28,0.489,0.6287096774193548,0.6271161775406258,0.8808933002481389,0.8874807987711213,"[[870, 215], [25, 905]]"
best_seed28,0.35,10,28,0.4895,0.6287096774193548,0.6270514997170344,0.8808933002481389,0.8874039938556068,"[[871, 214], [26, 904]]"
best_seed28,0.35,10,28,0.49149999999999994,0.6283870967741936,0.6266634327754871,0.8808933002481389,0.8873271889400922,"[[872, 213], [27, 903]]"
best_seed28,0.35,10,28,0.492,0.6290322580645161,0.6272455331878082,0.8808933002481389,0.8872503840245776,"[[873, 212], [28, 902]]"
seed50_leaf8,0.35,8,50,0.5255,0.6224193548387097,0.6189263481283855,0.8808933002481389,0.8862519201228879,"[[886, 199], [41, 889]]"
seed50_leaf8,0.35,8,50,0.5265,0.6217741935483871,0.6181987226129841,0.8808933002481389,0.886021505376344,"[[889, 196], [44, 886]]"
best_seed28,0.35,10,28,0.5065,0.6291935483870967,0.6264289756649689,0.8808933002481389,0.8859447004608295,"[[890, 195], [45, 885]]"
best_seed28,0.35,10,28,0.507,0.6287096774193548,0.6259196378041879,0.8808933002481389,0.8859447004608295,"[[890, 195], [45, 885]]"
best_seed198,0.35,8,198,0.5215,0.6208064516129033,0.6171962163473199,0.8808933002481389,0.885867895545315,"[[891, 194], [46, 884]]"
best_seed198,0.35,8,198,0.5225,0.6203225806451613,0.6166545395747434,0.8808933002481389,0.8857910906298003,"[[892, 193], [47, 883]]"
seed50_leaf8,0.35,8,50,0.494,0.6237096774193548,0.6225644757053925,0.8803970223325062,0.8884792626728111,"[[850, 235], [6, 924]]"
seed50_leaf8,0.35,8,50,0.49449999999999994,0.6240322580645161,0.6228393564556552,0.8803970223325062,0.8884024577572964,"[[851, 234], [7, 923]]"
seed50_leaf8,0.35,8,50,0.49461990937637257,0.6241935483870967,0.6229929662866844,0.8803970223325062,0.8884024577572964,"[[851, 234], [7, 923]]"
best_seed198,0.35,8,198,0.48992195580776765,0.6241935483870967,0.6230253051984801,0.8803970223325062,0.8880184331797235,"[[856, 229], [12, 918]]"
best_seed198,0.35,8,198,0.514,0.6224193548387097,0.6193629234376263,0.8803970223325062,0.8861751152073734,"[[880, 205], [36, 894]]"
best_seed198,0.35,8,198,0.5217107927459972,0.6204838709677419,0.616856657773466,0.8803970223325062,0.8853302611367128,"[[891, 194], [47, 883]]"
best_seed198,0.35,8,198,0.522,0.6203225806451613,0.6166868784865389,0.8803970223325062,0.8853302611367128,"[[891, 194], [47, 883]]"
best_seed198,0.35,8,198,0.5229999999999999,0.6201612903225806,0.6164847602878163,0.8803970223325062,0.8852534562211982,"[[892, 193], [48, 882]]"
seed50_leaf8,0.35,8,50,0.49249999999999994,0.6233870967741936,0.6222734254992319,0.8799007444168735,0.8880184331797235,"[[849, 236], [6, 924]]"
seed50_leaf8,0.35,8,50,0.493,0.6233870967741936,0.6222734254992319,0.8799007444168735,0.8880184331797235,"[[849, 236], [6, 924]]"
seed50_leaf8,0.35,8,50,0.49349999999999994,0.6238709677419355,0.6227342549923195,0.8799007444168735,0.8880184331797235,"[[849, 236], [6, 924]]"
best_seed198,0.35,8,198,0.489,0.6248387096774194,0.6237691001697793,0.8799007444168735,0.8875576036866359,"[[855, 230], [12, 918]]"
best_seed198,0.35,8,198,0.4895,0.6245161290322581,0.6233972026841297,0.8799007444168735,0.8875576036866359,"[[855, 230], [12, 918]]"
best_seed28,0.35,10,28,0.4885,0.6282258064516129,0.6266715175034361,0.8799007444168735,0.8865591397849463,"[[868, 217], [25, 905]]"
best_seed28,0.35,10,28,0.49249999999999994,0.6288709677419355,0.6270272455331878,0.8799007444168735,0.8861751152073734,"[[873, 212], [30, 900]]"
best_seed28,0.35,10,28,0.493,0.6296774193548387,0.6277952946883338,0.8799007444168735,0.8861751152073734,"[[873, 212], [30, 900]]"
best_seed28,0.35,10,28,0.49349999999999994,0.6295161290322581,0.6276093459455089,0.8799007444168735,0.8861751152073734,"[[873, 212], [30, 900]]"
best_seed198,0.35,8,198,0.515,0.6224193548387097,0.6192820761581372,0.8799007444168735,0.8855606758832565,"[[881, 204], [38, 892]]"
best_seed198,0.35,8,198,0.5155,0.6225806451612903,0.6194195165332687,0.8799007444168735,0.885483870967742,"[[882, 203], [39, 891]]"
best_seed198,0.35,8,198,0.5205,0.62,0.6164443366480719,0.8799007444168735,0.8850230414746544,"[[888, 197], [45, 885]]"
seed50_leaf8,0.35,8,50,0.5269999999999999,0.6220967741935484,0.618457433907349,0.8799007444168735,0.8849462365591398,"[[889, 196], [46, 884]]"
best_seed198,0.35,8,198,0.5235,0.6201612903225806,0.6164685908319185,0.8799007444168735,0.884715821812596,"[[892, 193], [49, 881]]"
best_seed198,0.35,8,198,0.524,0.6204838709677419,0.6167596410380791,0.8799007444168735,0.8846390168970815,"[[893, 192], [50, 880]]"
