pos_weight,leaf,max_features,seed,n_estimators,threshold_strategy,threshold,fs_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
0.35,10,sqrt,28,400,default,0.5,0.6303225806451613,0.8833746898263027,0.888863287250384,"[[887, 198], [37, 893]]"
0.35,8,sqrt,50,400,default,0.5,0.6232258064516129,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
0.35,10,sqrt,64,400,default,0.5,0.6188709677419355,0.8799007444168735,0.885867895545315,"[[877, 208], [34, 896]]"
0.35,10,sqrt,78,400,default,0.5,0.6220967741935484,0.8794044665012407,0.8854070660522273,"[[876, 209], [34, 896]]"
0.35,8,sqrt,9,400,default,0.5,0.625,0.8784119106699751,0.8851766513056836,"[[865, 220], [25, 905]]"
0.35,8,sqrt,78,400,default,0.5,0.6253225806451613,0.8784119106699751,0.8851766513056836,"[[865, 220], [25, 905]]"
0.45,10,sqrt,6,400,default,0.5,0.6238709677419355,0.8774193548387097,0.8857142857142857,"[[844, 241], [6, 924]]"
0.35,8,sqrt,20,400,default,0.5,0.6241935483870967,0.8774193548387097,0.8841781874039938,"[[864, 221], [26, 904]]"
0.35,10,sqrt,29,400,default,0.5,0.6204838709677419,0.8774193548387097,0.8831029185867896,"[[878, 207], [40, 890]]"
0.45,10,sqrt,54,400,default,0.5,0.6253225806451613,0.8769230769230769,0.8855606758832565,"[[839, 246], [2, 928]]"
0.35,8,sqrt,5,400,default,0.5,0.6211290322580645,0.8769230769230769,0.883794162826421,"[[862, 223], [25, 905]]"
0.35,10,sqrt,55,400,default,0.5,0.6264516129032258,0.8769230769230769,0.8828725038402458,"[[874, 211], [37, 893]]"
0.35,10,sqrt,72,400,default,0.5,0.6241935483870967,0.8769230769230769,0.8828725038402458,"[[874, 211], [37, 893]]"
0.45,10,sqrt,43,400,default,0.5,0.6267741935483871,0.8764267990074441,0.8844086021505376,"[[847, 238], [11, 919]]"
0.35,8,sqrt,16,400,default,0.5,0.6256451612903225,0.8764267990074441,0.883563748079877,"[[858, 227], [22, 908]]"
0.35,8,sqrt,69,400,default,0.5,0.6261290322580645,0.8764267990074441,0.8834869431643625,"[[859, 226], [23, 907]]"
0.35,8,sqrt,62,400,default,0.5,0.6243548387096775,0.8764267990074441,0.8833333333333333,"[[861, 224], [25, 905]]"
0.35,8,sqrt,33,400,default,0.5,0.6296774193548387,0.8764267990074441,0.8832565284178188,"[[862, 223], [26, 904]]"
0.35,8,sqrt,28,400,default,0.5,0.6291935483870967,0.8764267990074441,0.8828725038402458,"[[867, 218], [31, 899]]"
0.35,10,sqrt,79,400,default,0.5,0.6232258064516129,0.8764267990074441,0.882258064516129,"[[875, 210], [39, 891]]"
0.35,8,sqrt,14,400,default,0.5,0.6259677419354839,0.8759305210918115,0.8833333333333333,"[[854, 231], [19, 911]]"
0.35,8,sqrt,35,400,default,0.5,0.6288709677419355,0.8759305210918115,0.8833333333333333,"[[854, 231], [19, 911]]"
0.35,8,sqrt,22,400,default,0.5,0.622741935483871,0.8759305210918115,0.8827188940092165,"[[862, 223], [27, 903]]"
0.35,10,sqrt,44,400,default,0.5,0.6232258064516129,0.8759305210918115,0.8817204301075269,"[[875, 210], [40, 890]]"
0.35,10,sqrt,35,400,default,0.5,0.6229032258064516,0.8759305210918115,0.8815668202764977,"[[877, 208], [42, 888]]"
0.35,10,sqrt,13,400,default,0.5,0.6264516129032258,0.8759305210918115,0.881490015360983,"[[878, 207], [43, 887]]"
0.35,8,sqrt,42,400,default,0.5,0.6235483870967742,0.8754342431761787,0.8824884792626728,"[[858, 227], [24, 906]]"
0.35,8,sqrt,74,400,default,0.5,0.6296774193548387,0.8754342431761787,0.8824884792626728,"[[858, 227], [24, 906]]"
0.35,8,sqrt,15,400,default,0.5,0.6224193548387097,0.8754342431761787,0.8824116743471582,"[[859, 226], [25, 905]]"
0.35,8,sqrt,1,400,default,0.5,0.6266129032258064,0.8754342431761787,0.8822580645161291,"[[861, 224], [27, 903]]"
0.35,10,sqrt,21,400,default,0.5,0.6248387096774194,0.8754342431761787,0.8820276497695853,"[[864, 221], [30, 900]]"
0.35,8,sqrt,30,400,default,0.5,0.6309677419354839,0.8754342431761787,0.8820276497695853,"[[864, 221], [30, 900]]"
0.35,8,sqrt,44,400,default,0.5,0.6241935483870967,0.8754342431761787,0.881720430107527,"[[868, 217], [34, 896]]"
0.35,10,sqrt,8,400,default,0.5,0.6258064516129033,0.8754342431761787,0.8815668202764977,"[[870, 215], [36, 894]]"
0.35,10,sqrt,66,400,default,0.5,0.6214516129032258,0.8754342431761787,0.8811827956989247,"[[875, 210], [41, 889]]"
0.45,10,sqrt,66,400,default,0.5,0.6253225806451613,0.8749379652605459,0.8833333333333333,"[[840, 245], [7, 923]]"
0.35,8,sqrt,73,400,default,0.5,0.6251612903225806,0.8749379652605459,0.8821044546850998,"[[856, 229], [23, 907]]"
0.35,8,sqrt,45,400,default,0.5,0.6214516129032258,0.8749379652605459,0.8817204301075269,"[[861, 224], [28, 902]]"
0.45,8,sqrt,53,400,default,0.5,0.6274193548387097,0.8744416873449131,0.8830261136712749,"[[837, 248], [5, 925]]"
0.45,10,sqrt,51,400,default,0.5,0.6261290322580645,0.8744416873449131,0.8827956989247312,"[[840, 245], [8, 922]]"
0.45,10,sqrt,26,400,default,0.5,0.6243548387096775,0.8744416873449131,0.882642089093702,"[[842, 243], [10, 920]]"
0.45,10,sqrt,0,400,default,0.5,0.6233870967741936,0.8744416873449131,0.8825652841781875,"[[843, 242], [11, 919]]"
0.45,10,sqrt,22,400,default,0.5,0.6190322580645161,0.8744416873449131,0.8825652841781875,"[[843, 242], [11, 919]]"
0.45,10,sqrt,36,400,default,0.5,0.6237096774193548,0.8744416873449131,0.8822580645161291,"[[847, 238], [15, 915]]"
0.35,8,sqrt,34,400,default,0.5,0.6251612903225806,0.8744416873449131,0.881490015360983,"[[857, 228], [25, 905]]"
0.35,8,sqrt,26,400,default,0.5,0.6222580645161291,0.8744416873449131,0.881336405529954,"[[859, 226], [27, 903]]"
0.35,8,sqrt,24,400,default,0.5,0.6259677419354839,0.8744416873449131,0.8809523809523809,"[[864, 221], [32, 898]]"
0.35,8,sqrt,36,400,default,0.5,0.6241935483870967,0.8744416873449131,0.8808755760368663,"[[865, 220], [33, 897]]"
0.35,8,sqrt,55,400,default,0.5,0.6253225806451613,0.8744416873449131,0.8807987711213519,"[[866, 219], [34, 896]]"
0.35,10,sqrt,11,400,default,0.5,0.6253225806451613,0.8744416873449131,0.8807219662058372,"[[867, 218], [35, 895]]"
0.35,10,sqrt,76,400,default,0.5,0.6233870967741936,0.8744416873449131,0.8807219662058372,"[[867, 218], [35, 895]]"
0.35,10,sqrt,7,400,default,0.5,0.6270967741935484,0.8744416873449131,0.8806451612903226,"[[868, 217], [36, 894]]"
0.35,10,sqrt,63,400,default,0.5,0.6222580645161291,0.8744416873449131,0.8806451612903226,"[[868, 217], [36, 894]]"
0.35,10,sqrt,71,400,default,0.5,0.6232258064516129,0.8744416873449131,0.8804915514592934,"[[870, 215], [38, 892]]"
0.35,10,sqrt,26,400,default,0.5,0.6246774193548387,0.8744416873449131,0.8801843317972351,"[[874, 211], [42, 888]]"
0.35,10,sqrt,6,400,default,0.5,0.6235483870967742,0.8744416873449131,0.8800307219662058,"[[876, 209], [44, 886]]"
0.35,10,sqrt,20,400,default,0.5,0.6253225806451613,0.8744416873449131,0.8800307219662058,"[[876, 209], [44, 886]]"
0.45,8,sqrt,19,400,default,0.5,0.6262903225806452,0.8739454094292805,0.8825652841781875,"[[836, 249], [5, 925]]"
0.45,10,sqrt,72,400,default,0.5,0.6262903225806452,0.8739454094292805,0.8824116743471582,"[[838, 247], [7, 923]]"
0.45,10,sqrt,55,400,default,0.5,0.6243548387096775,0.8739454094292805,0.8818740399385561,"[[845, 240], [14, 916]]"
0.45,10,sqrt,32,400,default,0.5,0.6233870967741936,0.8739454094292805,0.8816436251920123,"[[848, 237], [17, 913]]"
0.35,8,sqrt,77,400,default,0.5,0.6208064516129033,0.8739454094292805,0.8812596006144393,"[[853, 232], [22, 908]]"
0.35,8,sqrt,61,400,default,0.5,0.6280645161290322,0.8739454094292805,0.8810291858678956,"[[856, 229], [25, 905]]"
0.35,8,sqrt,21,400,default,0.5,0.6333870967741936,0.8739454094292805,0.8807987711213517,"[[859, 226], [28, 902]]"
0.35,8,sqrt,49,400,default,0.5,0.6248387096774194,0.8739454094292805,0.8807987711213517,"[[859, 226], [28, 902]]"
0.35,10,sqrt,56,400,default,0.5,0.6267741935483871,0.8739454094292805,0.8803379416282642,"[[865, 220], [34, 896]]"
0.35,10,sqrt,9,400,default,0.5,0.6217741935483871,0.8739454094292805,0.8800307219662058,"[[869, 216], [38, 892]]"
0.35,10,sqrt,38,400,default,0.5,0.6161290322580645,0.8739454094292805,0.8800307219662058,"[[869, 216], [38, 892]]"
0.35,10,sqrt,4,400,default,0.5,0.6225806451612903,0.8739454094292805,0.8798003072196621,"[[872, 213], [41, 889]]"
0.35,10,sqrt,75,400,default,0.5,0.6211290322580645,0.8739454094292805,0.8797235023041474,"[[873, 212], [42, 888]]"
0.35,10,sqrt,1,400,default,0.5,0.6217741935483871,0.8739454094292805,0.879416282642089,"[[877, 208], [46, 884]]"
0.35,10,sqrt,73,400,default,0.5,0.625,0.8739454094292805,0.8793394777265745,"[[878, 207], [47, 883]]"
0.35,10,sqrt,47,400,default,0.5,0.6216129032258064,0.8739454094292805,0.87926267281106,"[[879, 206], [48, 882]]"
0.45,10,sqrt,20,400,default,0.5,0.6262903225806452,0.8734491315136477,0.881490015360983,"[[843, 242], [13, 917]]"
0.45,10,sqrt,42,400,default,0.5,0.6241935483870967,0.8734491315136477,0.8811059907834101,"[[848, 237], [18, 912]]"
0.35,8,sqrt,11,400,default,0.5,0.6270967741935484,0.8734491315136477,0.8809523809523809,"[[850, 235], [20, 910]]"
0.35,8,sqrt,37,400,default,0.5,0.6241935483870967,0.8734491315136477,0.8806451612903226,"[[854, 231], [24, 906]]"
0.35,8,sqrt,48,400,default,0.5,0.6224193548387097,0.8734491315136477,0.8806451612903226,"[[854, 231], [24, 906]]"
0.35,8,sqrt,72,400,default,0.5,0.6306451612903226,0.8734491315136477,0.880568356374808,"[[855, 230], [25, 905]]"
0.35,8,sqrt,47,400,default,0.5,0.6240322580645161,0.8734491315136477,0.8804147465437788,"[[857, 228], [27, 903]]"
0.35,8,sqrt,46,400,default,0.5,0.6209677419354839,0.8734491315136477,0.8801075268817204,"[[861, 224], [31, 899]]"
0.35,8,sqrt,3,400,default,0.5,0.622741935483871,0.8734491315136477,0.8800307219662058,"[[862, 223], [32, 898]]"
0.35,8,sqrt,54,400,default,0.5,0.6269354838709678,0.8734491315136477,0.8797235023041474,"[[866, 219], [36, 894]]"
0.35,10,sqrt,51,400,default,0.5,0.6245161290322581,0.8734491315136477,0.8796466973886329,"[[867, 218], [37, 893]]"
0.35,10,sqrt,27,400,default,0.5,0.6188709677419355,0.8734491315136477,0.87926267281106,"[[872, 213], [42, 888]]"
0.35,10,sqrt,57,400,default,0.5,0.6219354838709678,0.8734491315136477,0.87926267281106,"[[872, 213], [42, 888]]"
0.35,10,sqrt,74,400,default,0.5,0.6258064516129033,0.8734491315136477,0.87926267281106,"[[872, 213], [42, 888]]"
0.35,10,sqrt,5,400,default,0.5,0.6214516129032258,0.8734491315136477,0.8791858678955453,"[[873, 212], [43, 887]]"
0.45,8,sqrt,28,400,default,0.5,0.6285483870967742,0.8729528535980149,0.8811059907834101,"[[841, 244], [12, 918]]"
0.45,10,sqrt,21,400,default,0.5,0.6304838709677419,0.8729528535980149,0.8807987711213517,"[[845, 240], [16, 914]]"
0.35,8,sqrt,8,400,default,0.5,0.6288709677419355,0.8729528535980149,0.8802611367127495,"[[852, 233], [23, 907]]"
0.35,8,sqrt,71,400,default,0.5,0.6243548387096775,0.8729528535980149,0.8802611367127495,"[[852, 233], [23, 907]]"
0.35,8,sqrt,12,400,default,0.5,0.6270967741935484,0.8729528535980149,0.8800307219662058,"[[855, 230], [26, 904]]"
0.35,8,sqrt,10,400,default,0.5,0.6238709677419355,0.8729528535980149,0.8798003072196621,"[[858, 227], [29, 901]]"
0.35,8,sqrt,60,400,default,0.5,0.6238709677419355,0.8729528535980149,0.8797235023041474,"[[859, 226], [30, 900]]"
0.35,10,sqrt,14,400,default,0.5,0.6220967741935484,0.8729528535980149,0.87926267281106,"[[865, 220], [36, 894]]"
0.35,10,sqrt,60,400,default,0.5,0.6232258064516129,0.8729528535980149,0.8791090629800307,"[[867, 218], [38, 892]]"
0.35,10,sqrt,0,400,default,0.5,0.6274193548387097,0.8729528535980149,0.8784178187403994,"[[876, 209], [47, 883]]"
0.45,8,sqrt,5,400,default,0.5,0.6267741935483871,0.8724565756823821,0.8809523809523809,"[[836, 249], [8, 922]]"
0.45,10,sqrt,23,400,default,0.5,0.627258064516129,0.8724565756823821,0.8804915514592935,"[[842, 243], [14, 916]]"
0.35,10,sqrt,70,400,default,0.5,0.6190322580645161,0.8724565756823821,0.8788018433179723,"[[864, 221], [36, 894]]"
0.35,10,sqrt,16,400,default,0.5,0.6225806451612903,0.8724565756823821,0.8787250384024577,"[[865, 220], [37, 893]]"
0.35,10,sqrt,2,400,default,0.5,0.6209677419354839,0.8724565756823821,0.8781874039938555,"[[872, 213], [44, 886]]"
0.35,10,sqrt,62,400,default,0.5,0.6264516129032258,0.8724565756823821,0.8781874039938555,"[[872, 213], [44, 886]]"
0.35,10,sqrt,58,400,default,0.5,0.6232258064516129,0.8724565756823821,0.8776497695852534,"[[879, 206], [51, 879]]"
0.45,10,sqrt,37,400,default,0.5,0.6209677419354839,0.8719602977667493,0.8802611367127496,"[[838, 247], [11, 919]]"
0.45,10,sqrt,69,400,default,0.5,0.6201612903225806,0.8719602977667493,0.8802611367127496,"[[838, 247], [11, 919]]"
0.45,10,sqrt,56,400,default,0.5,0.6296774193548387,0.8719602977667493,0.880184331797235,"[[839, 246], [12, 918]]"
0.45,10,sqrt,63,400,default,0.5,0.6238709677419355,0.8719602977667493,0.880184331797235,"[[839, 246], [12, 918]]"
0.45,10,sqrt,57,400,default,0.5,0.6283870967741936,0.8719602977667493,0.8800307219662058,"[[841, 244], [14, 916]]"
0.45,10,sqrt,79,400,default,0.5,0.6266129032258064,0.8719602977667493,0.8800307219662058,"[[841, 244], [14, 916]]"
0.45,10,sqrt,24,400,default,0.5,0.6253225806451613,0.8719602977667493,0.8798771121351767,"[[843, 242], [16, 914]]"
0.35,8,sqrt,13,400,default,0.5,0.6248387096774194,0.8719602977667493,0.87926267281106,"[[851, 234], [24, 906]]"
0.35,8,sqrt,66,400,default,0.5,0.6270967741935484,0.8719602977667493,0.8791858678955453,"[[852, 233], [25, 905]]"
0.35,8,sqrt,41,400,default,0.5,0.6298387096774194,0.8719602977667493,0.8787250384024577,"[[858, 227], [31, 899]]"
0.35,8,sqrt,18,400,default,0.5,0.6280645161290322,0.8719602977667493,0.8786482334869432,"[[859, 226], [32, 898]]"
0.35,8,sqrt,31,400,default,0.5,0.6251612903225806,0.8719602977667493,0.8786482334869432,"[[859, 226], [32, 898]]"
0.35,10,sqrt,39,400,default,0.5,0.6238709677419355,0.8719602977667493,0.8777265745007681,"[[871, 214], [44, 886]]"
0.35,10,sqrt,69,400,default,0.5,0.6238709677419355,0.8719602977667493,0.8777265745007681,"[[871, 214], [44, 886]]"
0.35,10,sqrt,45,400,default,0.5,0.6193548387096774,0.8719602977667493,0.8776497695852534,"[[872, 213], [45, 885]]"
0.45,8,sqrt,8,400,default,0.5,0.6253225806451613,0.8714640198511167,0.8802611367127496,"[[831, 254], [5, 925]]"
0.45,8,sqrt,65,400,default,0.5,0.6280645161290322,0.8714640198511167,0.8798771121351767,"[[836, 249], [10, 920]]"
0.45,10,sqrt,48,400,default,0.5,0.6269354838709678,0.8714640198511167,0.8796466973886328,"[[839, 246], [13, 917]]"
0.45,10,sqrt,46,400,default,0.5,0.6220967741935484,0.8714640198511167,0.879416282642089,"[[842, 243], [16, 914]]"
0.45,10,sqrt,25,400,default,0.5,0.6206451612903225,0.8714640198511167,0.87926267281106,"[[844, 241], [18, 912]]"
0.35,8,sqrt,2,400,default,0.5,0.6229032258064516,0.8714640198511167,0.8786482334869432,"[[852, 233], [26, 904]]"
0.35,8,sqrt,51,400,default,0.5,0.6275806451612903,0.8714640198511167,0.8786482334869432,"[[852, 233], [26, 904]]"
0.35,8,sqrt,29,400,default,0.5,0.6246774193548387,0.8714640198511167,0.8784178187403995,"[[855, 230], [29, 901]]"
0.35,10,sqrt,48,400,default,0.5,0.6212903225806452,0.8714640198511167,0.8774193548387097,"[[868, 217], [42, 888]]"
0.45,8,sqrt,37,400,default,0.5,0.6303225806451613,0.8709677419354839,0.8798771121351767,"[[829, 256], [4, 926]]"
0.45,8,sqrt,32,400,default,0.5,0.6267741935483871,0.8709677419354839,0.8798003072196621,"[[830, 255], [5, 925]]"
0.35,5,sqrt,0,400,default,0.5,0.63,0.8709677419354839,0.8797235023041474,"[[831, 254], [6, 924]]"
0.45,8,sqrt,29,400,default,0.5,0.6225806451612903,0.8709677419354839,0.8796466973886329,"[[832, 253], [7, 923]]"
0.45,10,sqrt,44,400,default,0.5,0.6230645161290322,0.8709677419354839,0.879416282642089,"[[835, 250], [10, 920]]"
0.45,10,sqrt,1,400,default,0.5,0.6222580645161291,0.8709677419354839,0.87926267281106,"[[837, 248], [12, 918]]"
0.45,10,sqrt,73,400,default,0.5,0.6279032258064516,0.8709677419354839,0.87926267281106,"[[837, 248], [12, 918]]"
0.45,10,sqrt,49,400,default,0.5,0.6285483870967742,0.8709677419354839,0.8791858678955453,"[[838, 247], [13, 917]]"
0.45,10,sqrt,47,400,default,0.5,0.6253225806451613,0.8709677419354839,0.8790322580645161,"[[840, 245], [15, 915]]"
0.45,10,sqrt,52,400,default,0.5,0.6240322580645161,0.8709677419354839,0.8787250384024579,"[[844, 241], [19, 911]]"
0.35,8,sqrt,7,400,default,0.5,0.6269354838709678,0.8709677419354839,0.8780337941628265,"[[853, 232], [28, 902]]"
0.35,8,sqrt,27,400,default,0.5,0.6269354838709678,0.8709677419354839,0.8780337941628265,"[[853, 232], [28, 902]]"
0.35,8,sqrt,75,400,default,0.5,0.622741935483871,0.8709677419354839,0.8779569892473118,"[[854, 231], [29, 901]]"
0.35,8,sqrt,58,400,default,0.5,0.6261290322580645,0.8709677419354839,0.8778801843317973,"[[855, 230], [30, 900]]"
0.35,8,sqrt,57,400,default,0.5,0.632258064516129,0.8709677419354839,0.8778033794162827,"[[856, 229], [31, 899]]"
0.35,8,sqrt,56,400,default,0.5,0.6217741935483871,0.8709677419354839,0.8777265745007681,"[[857, 228], [32, 898]]"
0.35,8,sqrt,25,400,default,0.5,0.6229032258064516,0.8709677419354839,0.8774961597542243,"[[860, 225], [35, 895]]"
0.35,10,sqrt,43,400,default,0.5,0.6229032258064516,0.8709677419354839,0.8769585253456221,"[[867, 218], [42, 888]]"
0.35,10,sqrt,42,400,default,0.5,0.6243548387096775,0.8709677419354839,0.8768049155145929,"[[869, 216], [44, 886]]"
0.35,10,sqrt,54,400,default,0.5,0.6267741935483871,0.8709677419354839,0.8767281105990783,"[[870, 215], [45, 885]]"
0.35,10,sqrt,77,400,default,0.5,0.6232258064516129,0.8709677419354839,0.8767281105990783,"[[870, 215], [45, 885]]"
0.35,5,sqrt,31,400,default,0.5,0.6285483870967742,0.8704714640198511,0.87926267281106,"[[830, 255], [6, 924]]"
0.45,8,sqrt,11,400,default,0.5,0.6243548387096775,0.8704714640198511,0.8791858678955453,"[[831, 254], [7, 923]]"
0.45,8,sqrt,61,400,default,0.5,0.6269354838709678,0.8704714640198511,0.8791090629800308,"[[832, 253], [8, 922]]"
0.45,10,sqrt,9,400,default,0.5,0.6254838709677419,0.8704714640198511,0.8790322580645161,"[[833, 252], [9, 921]]"
0.45,10,sqrt,76,400,default,0.5,0.6264516129032258,0.8704714640198511,0.8790322580645161,"[[833, 252], [9, 921]]"
0.45,8,sqrt,21,400,default,0.5,0.6291935483870967,0.8704714640198511,0.8790322580645161,"[[833, 252], [9, 921]]"
0.35,5,sqrt,58,400,default,0.5,0.6258064516129033,0.8704714640198511,0.8789554531490016,"[[834, 251], [10, 920]]"
0.45,10,sqrt,41,400,default,0.5,0.6261290322580645,0.8704714640198511,0.8788018433179723,"[[836, 249], [12, 918]]"
0.45,10,sqrt,67,400,default,0.5,0.6303225806451613,0.8704714640198511,0.8788018433179723,"[[836, 249], [12, 918]]"
0.45,10,sqrt,53,400,default,0.5,0.6266129032258064,0.8704714640198511,0.8785714285714286,"[[839, 246], [15, 915]]"
0.45,10,sqrt,33,400,default,0.5,0.6237096774193548,0.8704714640198511,0.8784178187403994,"[[841, 244], [17, 913]]"
0.45,10,sqrt,13,400,default,0.5,0.6290322580645161,0.8704714640198511,0.8782642089093702,"[[843, 242], [19, 911]]"
0.35,8,sqrt,79,400,default,0.5,0.6230645161290322,0.8704714640198511,0.8777265745007681,"[[850, 235], [26, 904]]"
0.35,8,sqrt,23,400,default,0.5,0.6230645161290322,0.8704714640198511,0.8774193548387097,"[[854, 231], [30, 900]]"
0.35,8,sqrt,53,400,default,0.5,0.6248387096774194,0.8704714640198511,0.8771889400921659,"[[857, 228], [33, 897]]"
0.35,8,sqrt,63,400,default,0.5,0.6224193548387097,0.8704714640198511,0.8771889400921659,"[[857, 228], [33, 897]]"
0.35,8,sqrt,70,400,default,0.5,0.6232258064516129,0.8704714640198511,0.8771121351766513,"[[858, 227], [34, 896]]"
0.35,10,sqrt,22,400,default,0.5,0.6243548387096775,0.8704714640198511,0.8763440860215054,"[[868, 217], [44, 886]]"
0.35,10,sqrt,53,400,default,0.5,0.6195161290322581,0.8704714640198511,0.8761136712749615,"[[871, 214], [47, 883]]"
0.35,10,sqrt,3,400,default,0.5,0.6217741935483871,0.8704714640198511,0.8757296466973886,"[[876, 209], [52, 878]]"
0.35,10,sqrt,33,400,default,0.5,0.6243548387096775,0.8704714640198511,0.8756528417818741,"[[877, 208], [53, 877]]"
0.45,8,sqrt,26,400,default,0.5,0.6262903225806452,0.8699751861042183,0.8788786482334869,"[[828, 257], [5, 925]]"
0.45,8,sqrt,40,400,default,0.5,0.63,0.8699751861042183,0.8786482334869432,"[[831, 254], [8, 922]]"
0.45,10,sqrt,65,400,default,0.5,0.6285483870967742,0.8699751861042183,0.8784946236559139,"[[833, 252], [10, 920]]"
0.45,10,sqrt,30,400,default,0.5,0.6275806451612903,0.8699751861042183,0.8784178187403994,"[[834, 251], [11, 919]]"
0.35,5,sqrt,64,400,default,0.5,0.6308064516129033,0.8699751861042183,0.8783410138248848,"[[835, 250], [12, 918]]"
0.45,10,sqrt,74,400,default,0.5,0.6254838709677419,0.8699751861042183,0.8779569892473118,"[[840, 245], [17, 913]]"
0.45,10,sqrt,70,400,default,0.5,0.6285483870967742,0.8699751861042183,0.8778801843317972,"[[841, 244], [18, 912]]"
0.35,8,sqrt,6,400,default,0.5,0.627258064516129,0.8699751861042183,0.8771121351766513,"[[851, 234], [28, 902]]"
0.35,8,sqrt,40,400,default,0.5,0.6211290322580645,0.8699751861042183,0.8769585253456221,"[[853, 232], [30, 900]]"
0.35,10,sqrt,61,400,default,0.5,0.6259677419354839,0.8699751861042183,0.8762672811059908,"[[862, 223], [39, 891]]"
0.35,10,sqrt,12,400,default,0.5,0.6206451612903225,0.8699751861042183,0.875268817204301,"[[875, 210], [52, 878]]"
0.45,8,sqrt,10,400,default,0.5,0.625,0.8694789081885856,0.8785714285714286,"[[825, 260], [3, 927]]"
0.45,8,sqrt,45,400,default,0.5,0.6241935483870967,0.8694789081885856,0.8782642089093702,"[[829, 256], [7, 923]]"
0.45,8,sqrt,46,400,default,0.5,0.6285483870967742,0.8694789081885856,0.8782642089093702,"[[829, 256], [7, 923]]"
0.45,10,sqrt,35,400,default,0.5,0.6245161290322581,0.8694789081885856,0.8781105990783411,"[[831, 254], [9, 921]]"
0.45,8,sqrt,56,400,default,0.5,0.6296774193548387,0.8694789081885856,0.8781105990783411,"[[831, 254], [9, 921]]"
0.45,8,sqrt,58,400,default,0.5,0.627258064516129,0.8694789081885856,0.8780337941628265,"[[832, 253], [10, 920]]"
0.35,5,sqrt,48,400,default,0.5,0.6256451612903225,0.8694789081885856,0.8780337941628265,"[[832, 253], [10, 920]]"
0.45,10,sqrt,14,400,default,0.5,0.6230645161290322,0.8694789081885856,0.8778801843317972,"[[834, 251], [12, 918]]"
0.45,10,sqrt,62,400,default,0.5,0.6220967741935484,0.8694789081885856,0.8778801843317972,"[[834, 251], [12, 918]]"
0.35,8,sqrt,68,400,default,0.5,0.6261290322580645,0.8694789081885856,0.8761904761904762,"[[856, 229], [34, 896]]"
0.35,10,sqrt,32,400,default,0.5,0.6238709677419355,0.8694789081885856,0.8756528417818741,"[[863, 222], [41, 889]]"
0.35,10,sqrt,34,400,default,0.5,0.625,0.8694789081885856,0.8750384024577573,"[[871, 214], [49, 881]]"
0.35,10,sqrt,68,400,default,0.5,0.6232258064516129,0.8694789081885856,0.8748847926267281,"[[873, 212], [51, 879]]"
0.45,8,sqrt,42,400,default,0.5,0.6295161290322581,0.8689826302729529,0.8778801843317972,"[[827, 258], [6, 924]]"
0.45,8,sqrt,48,400,default,0.5,0.6280645161290322,0.8689826302729529,0.8778801843317972,"[[827, 258], [6, 924]]"
0.45,8,sqrt,41,400,default,0.5,0.6280645161290322,0.8689826302729529,0.8777265745007681,"[[829, 256], [8, 922]]"
0.35,5,sqrt,24,400,default,0.5,0.6251612903225806,0.8689826302729529,0.8777265745007681,"[[829, 256], [8, 922]]"
0.35,5,sqrt,73,400,default,0.5,0.632258064516129,0.8689826302729529,0.8777265745007681,"[[829, 256], [8, 922]]"
0.45,10,sqrt,28,400,default,0.5,0.6253225806451613,0.8689826302729529,0.8775729646697389,"[[831, 254], [10, 920]]"
0.35,5,sqrt,45,400,default,0.5,0.6285483870967742,0.8689826302729529,0.8774961597542243,"[[832, 253], [11, 919]]"
0.45,10,sqrt,50,400,default,0.5,0.6254838709677419,0.8689826302729529,0.877188940092166,"[[836, 249], [15, 915]]"
0.45,10,sqrt,12,400,default,0.5,0.6275806451612903,0.8689826302729529,0.8771121351766513,"[[837, 248], [16, 914]]"
0.45,10,sqrt,3,400,default,0.5,0.6264516129032258,0.8689826302729529,0.8768049155145929,"[[841, 244], [20, 910]]"
0.45,10,sqrt,68,400,default,0.5,0.6224193548387097,0.8689826302729529,0.8768049155145929,"[[841, 244], [20, 910]]"
0.45,10,sqrt,78,400,default,0.5,0.6274193548387097,0.8689826302729529,0.8768049155145929,"[[841, 244], [20, 910]]"
0.35,8,sqrt,32,400,default,0.5,0.6259677419354839,0.8689826302729529,0.876036866359447,"[[851, 234], [30, 900]]"
0.35,8,sqrt,38,400,default,0.5,0.6230645161290322,0.8689826302729529,0.8759600614439325,"[[852, 233], [31, 899]]"
0.35,8,sqrt,43,400,default,0.5,0.627258064516129,0.8689826302729529,0.8758064516129032,"[[854, 231], [33, 897]]"
0.35,8,sqrt,64,400,default,0.5,0.6274193548387097,0.8689826302729529,0.8757296466973887,"[[855, 230], [34, 896]]"
0.35,10,sqrt,15,400,default,0.5,0.6166129032258064,0.8689826302729529,0.875268817204301,"[[861, 224], [40, 890]]"
0.35,10,sqrt,36,400,default,0.5,0.6235483870967742,0.8689826302729529,0.8750384024577573,"[[864, 221], [43, 887]]"
0.35,10,sqrt,67,400,default,0.5,0.6245161290322581,0.8689826302729529,0.8748079877112136,"[[867, 218], [46, 884]]"
0.35,10,sqrt,40,400,default,0.5,0.6280645161290322,0.8689826302729529,0.8744239631336406,"[[872, 213], [51, 879]]"
