pos_weight,leaf,max_features,seed,n_estimators,threshold_strategy,threshold,fs_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
0.35,5,sqrt,20,400,fs_acc,0.4582947511879348,0.6333870967741936,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.35,5,sqrt,33,400,fs_acc,0.4582974671310603,0.6366129032258064,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.35,5,sqrt,66,400,fs_acc,0.45163136382595037,0.636774193548387,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,5,sqrt,48,400,fs_acc,0.4691440424036311,0.635483870967742,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,10,sqrt,40,400,fs_acc,0.4345105663498404,0.6335483870967742,0.8421836228287841,0.853379416282642,"[[768, 317], [1, 929]]"
0.35,8,sqrt,52,400,fs_acc,0.4206935217811664,0.6345161290322581,0.8421836228287841,0.853379416282642,"[[768, 317], [1, 929]]"
0.35,5,sqrt,71,400,fs_acc,0.45218431136462467,0.6351612903225806,0.8421836228287841,0.853379416282642,"[[768, 317], [1, 929]]"
0.45,5,sqrt,10,400,fs_acc,0.4689358173391938,0.6361290322580645,0.8421836228287841,0.8533026113671275,"[[769, 316], [2, 928]]"
0.45,10,sqrt,35,400,fs_acc,0.4354023603735697,0.6316129032258064,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.45,10,sqrt,64,400,fs_acc,0.43370585098708925,0.6306451612903226,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,8,sqrt,5,400,fs_acc,0.4152048521396445,0.636774193548387,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,8,sqrt,76,400,fs_acc,0.43126232086939714,0.637258064516129,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.55,8,sqrt,42,400,fs_acc,0.4683094383060044,0.6319354838709678,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,5,sqrt,4,400,fs_acc,0.4485103113371241,0.6380645161290323,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,5,sqrt,31,400,fs_acc,0.44904052958218377,0.6348387096774194,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,5,sqrt,49,400,fs_acc,0.4488828682480386,0.6335483870967742,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,5,sqrt,63,400,fs_acc,0.4453671095312853,0.6361290322580645,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.45,5,sqrt,9,400,fs_acc,0.4666529675806561,0.6374193548387097,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.45,5,sqrt,59,400,fs_acc,0.4700129066164718,0.6364516129032258,0.8416873449131513,0.8529953917050691,"[[766, 319], [0, 930]]"
0.35,8,sqrt,37,400,fs_acc,0.4123162507538098,0.6361290322580645,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.35,8,sqrt,54,400,fs_acc,0.411030621074539,0.635483870967742,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.45,8,sqrt,26,400,fs_acc,0.4448203456041391,0.6332258064516129,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,8,sqrt,12,400,fs_acc,0.45754712874959375,0.6332258064516129,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,8,sqrt,55,400,fs_acc,0.46423630640226005,0.6316129032258064,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,8,sqrt,69,400,fs_acc,0.45576112665318746,0.6358064516129033,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,8,sqrt,71,400,fs_acc,0.4608633610293369,0.6335483870967742,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,8,sqrt,77,400,fs_acc,0.45045972811369506,0.6320967741935484,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.55,10,sqrt,3,400,fs_acc,0.4545702947662455,0.6364516129032258,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.35,5,sqrt,21,400,fs_acc,0.4464230112076221,0.6332258064516129,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.35,5,sqrt,67,400,fs_acc,0.4500046090692276,0.6341935483870967,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.45,5,sqrt,70,400,fs_acc,0.4700136899984305,0.6335483870967742,0.8411910669975186,0.8525345622119815,"[[765, 320], [0, 930]]"
0.35,8,sqrt,44,400,fs_acc,0.4200805201148007,0.6377419354838709,0.8411910669975186,0.8524577572964669,"[[766, 319], [1, 929]]"
0.35,5,sqrt,44,400,fs_acc,0.448522302362126,0.6341935483870967,0.8411910669975186,0.8524577572964669,"[[766, 319], [1, 929]]"
0.35,5,sqrt,38,400,fs_acc,0.4406432615628172,0.6374193548387097,0.8411910669975186,0.8523809523809524,"[[767, 318], [2, 928]]"
0.45,10,sqrt,75,400,fs_acc,0.42462020884131374,0.6306451612903226,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,10,sqrt,76,400,fs_acc,0.42644317251755665,0.6348387096774194,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.35,8,sqrt,29,400,fs_acc,0.41903638894020806,0.6374193548387097,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.35,8,sqrt,41,400,fs_acc,0.42085677930543813,0.635483870967742,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.35,8,sqrt,72,400,fs_acc,0.4200510496247039,0.64,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,8,sqrt,9,400,fs_acc,0.43766998675892743,0.635483870967742,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,8,sqrt,74,400,fs_acc,0.4455086465786414,0.635483870967742,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,8,sqrt,75,400,fs_acc,0.44119815139178425,0.6316129032258064,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.55,8,sqrt,37,400,fs_acc,0.4616339525576341,0.6351612903225806,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.55,8,sqrt,64,400,fs_acc,0.4602808165676839,0.6325806451612903,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.55,10,sqrt,35,400,fs_acc,0.4511838142403642,0.6335483870967742,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.55,10,sqrt,71,400,fs_acc,0.4539274231742488,0.6329032258064516,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.35,5,sqrt,79,400,fs_acc,0.4497926977226093,0.6351612903225806,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,5,sqrt,5,400,fs_acc,0.4679776824638316,0.636774193548387,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,5,sqrt,39,400,fs_acc,0.4688860177983343,0.6351612903225806,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.45,5,sqrt,45,400,fs_acc,0.46467298203808444,0.6348387096774194,0.8406947890818859,0.8520737327188941,"[[764, 321], [0, 930]]"
0.35,10,sqrt,77,400,fs_acc,0.40437944199121134,0.6358064516129033,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.45,10,sqrt,70,400,fs_acc,0.4258507216620535,0.6348387096774194,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.45,8,sqrt,55,400,fs_acc,0.448195998258972,0.635,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.45,8,sqrt,73,400,fs_acc,0.4421991653577873,0.6332258064516129,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.55,8,sqrt,30,400,fs_acc,0.4587030663685298,0.6351612903225806,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.35,5,sqrt,47,400,fs_acc,0.4509924091631681,0.6361290322580645,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.45,5,sqrt,62,400,fs_acc,0.4624920336118432,0.636774193548387,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.45,5,sqrt,71,400,fs_acc,0.46841197155068476,0.6329032258064516,0.8401985111662531,0.8516129032258064,"[[763, 322], [0, 930]]"
0.35,5,sqrt,10,400,fs_acc,0.45281697275237576,0.6383870967741936,0.8401985111662531,0.8515360983102919,"[[764, 321], [1, 929]]"
0.35,10,sqrt,36,400,fs_acc,0.4041068347074448,0.6319354838709678,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,10,sqrt,23,400,fs_acc,0.43120379180827273,0.6377419354838709,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,8,sqrt,8,400,fs_acc,0.43951449489632616,0.632258064516129,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,8,sqrt,20,400,fs_acc,0.4532829782775341,0.6362903225806451,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,8,sqrt,28,400,fs_acc,0.4337263343267687,0.6341935483870967,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,8,sqrt,40,400,fs_acc,0.43778253762014363,0.6351612903225806,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.55,8,sqrt,5,400,fs_acc,0.4570192426394561,0.6348387096774194,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.55,8,sqrt,17,400,fs_acc,0.4608768436193262,0.6358064516129033,0.8397022332506203,0.851152073732719,"[[762, 323], [0, 930]]"
0.45,5,sqrt,2,400,fs_acc,0.47317939362785527,0.6361290322580645,0.8397022332506203,0.8510752688172043,"[[763, 322], [1, 929]]"
0.35,10,sqrt,61,400,fs_acc,0.40759284933586304,0.6338709677419355,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,10,sqrt,29,400,fs_acc,0.424548881805093,0.6325806451612903,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,10,sqrt,50,400,fs_acc,0.4262555277568296,0.632258064516129,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,10,sqrt,74,400,fs_acc,0.42547602539033663,0.6338709677419355,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,8,sqrt,2,400,fs_acc,0.4372267154078062,0.6348387096774194,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,8,sqrt,79,400,fs_acc,0.44197078899489967,0.6348387096774194,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.55,10,sqrt,28,400,fs_acc,0.4497753728321712,0.6348387096774194,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.55,10,sqrt,34,400,fs_acc,0.4485282057825737,0.6345161290322581,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.55,10,sqrt,58,400,fs_acc,0.4510152319491875,0.6332258064516129,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.55,10,sqrt,59,400,fs_acc,0.44839272806880187,0.6325806451612903,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.55,10,sqrt,70,400,fs_acc,0.4570316352365926,0.6325806451612903,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.35,5,sqrt,15,400,fs_acc,0.4501576840885758,0.6364516129032258,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.35,5,sqrt,46,400,fs_acc,0.45034701013601464,0.6383870967741936,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,5,sqrt,16,400,fs_acc,0.46048808856963463,0.6345161290322581,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,5,sqrt,41,400,fs_acc,0.4713849251910006,0.636774193548387,0.8392059553349875,0.8506912442396313,"[[761, 324], [0, 930]]"
0.45,8,sqrt,64,400,fs_acc,0.444105023292426,0.6335483870967742,0.8392059553349875,0.8506144393241167,"[[762, 323], [1, 929]]"
0.45,5,sqrt,15,400,fs_acc,0.45994223449784183,0.6335483870967742,0.8392059553349875,0.8506144393241167,"[[762, 323], [1, 929]]"
0.35,10,sqrt,42,400,fs_acc,0.4001279375642352,0.6380645161290323,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.45,10,sqrt,59,400,fs_acc,0.42623517042028863,0.6351612903225806,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.35,8,sqrt,9,400,fs_acc,0.40940170414418015,0.6361290322580645,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.35,8,sqrt,49,400,fs_acc,0.4189446941993494,0.6345161290322581,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.35,8,sqrt,63,400,fs_acc,0.4176507986718,0.636774193548387,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.45,8,sqrt,24,400,fs_acc,0.4454110992144558,0.6351612903225806,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.55,10,sqrt,43,400,fs_acc,0.45036141300884064,0.6348387096774194,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.35,5,sqrt,8,400,fs_acc,0.44137613098988293,0.6338709677419355,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.45,5,sqrt,64,400,fs_acc,0.4605314875724144,0.6341935483870967,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
0.45,5,sqrt,1,400,fs_acc,0.47083415294818726,0.632258064516129,0.8387096774193549,0.8501536098310292,"[[761, 324], [1, 929]]"
0.45,10,sqrt,33,400,fs_acc,0.43519671183148717,0.6332258064516129,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.45,10,sqrt,45,400,fs_acc,0.4259304786368722,0.6377419354838709,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.35,8,sqrt,51,400,fs_acc,0.4114880964723589,0.6345161290322581,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.35,8,sqrt,70,400,fs_acc,0.41566029825104805,0.6332258064516129,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.35,8,sqrt,71,400,fs_acc,0.4120515425327014,0.636774193548387,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.55,8,sqrt,23,400,fs_acc,0.4597563987327191,0.6345161290322581,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.55,8,sqrt,40,400,fs_acc,0.4591123401734126,0.6335483870967742,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.55,10,sqrt,0,400,fs_acc,0.45004029041393867,0.6351612903225806,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.55,10,sqrt,5,400,fs_acc,0.4500919238419727,0.6351612903225806,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.55,10,sqrt,53,400,fs_acc,0.45180298744695263,0.6364516129032258,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.35,5,sqrt,42,400,fs_acc,0.4420610085562934,0.64,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.45,5,sqrt,4,400,fs_acc,0.46260263702294124,0.6341935483870967,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.45,5,sqrt,74,400,fs_acc,0.4717831068358013,0.6387096774193548,0.8382133995037221,0.8497695852534561,"[[759, 326], [0, 930]]"
0.45,5,sqrt,61,400,fs_acc,0.4712657597175046,0.6312903225806452,0.8382133995037221,0.8496927803379416,"[[760, 325], [1, 929]]"
0.35,10,sqrt,35,400,fs_acc,0.3970967078338418,0.6358064516129033,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,10,sqrt,62,400,fs_acc,0.426625260030205,0.632258064516129,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.35,8,sqrt,10,400,fs_acc,0.4215628125005882,0.6380645161290323,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.35,8,sqrt,24,400,fs_acc,0.4150594441971829,0.6377419354838709,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,8,sqrt,21,400,fs_acc,0.43785336578972645,0.635483870967742,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,8,sqrt,50,400,fs_acc,0.4314059718987939,0.6346774193548387,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.55,8,sqrt,50,400,fs_acc,0.4590706064410463,0.632258064516129,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.55,10,sqrt,6,400,fs_acc,0.4436883329253609,0.6327419354838709,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.35,5,sqrt,16,400,fs_acc,0.44280422358883903,0.6383870967741936,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,3,400,fs_acc,0.4510169129242525,0.6304838709677419,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,20,400,fs_acc,0.460564726764551,0.6332258064516129,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,25,400,fs_acc,0.4566849345984546,0.6335483870967742,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,28,400,fs_acc,0.4677802714542977,0.6361290322580645,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,63,400,fs_acc,0.46056915915293173,0.6364516129032258,0.8377171215880893,0.8493087557603687,"[[758, 327], [0, 930]]"
0.45,5,sqrt,73,400,fs_acc,0.4698291156780901,0.6374193548387097,0.8377171215880893,0.849231950844854,"[[759, 326], [1, 929]]"
0.35,10,sqrt,13,400,fs_acc,0.3998613285834006,0.6387096774193548,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.35,10,sqrt,27,400,fs_acc,0.39906231042390733,0.6325806451612903,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.45,10,sqrt,0,400,fs_acc,0.42668334048295686,0.6329032258064516,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.45,10,sqrt,10,400,fs_acc,0.42978812702994323,0.6325806451612903,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.45,10,sqrt,15,400,fs_acc,0.4271071924954247,0.6377419354838709,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.55,10,sqrt,8,400,fs_acc,0.44769298829380294,0.6329032258064516,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.55,10,sqrt,23,400,fs_acc,0.450668590543872,0.635483870967742,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.55,10,sqrt,27,400,fs_acc,0.4532599145101588,0.6377419354838709,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
0.35,10,sqrt,1,400,fs_acc,0.4001137462780657,0.6348387096774194,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.45,8,sqrt,6,400,fs_acc,0.4354769210206492,0.6358064516129033,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.55,8,sqrt,79,400,fs_acc,0.4564478752274476,0.6332258064516129,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.55,10,sqrt,50,400,fs_acc,0.4512377246615668,0.6348387096774194,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.35,5,sqrt,45,400,fs_acc,0.44198167943445144,0.6361290322580645,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.35,5,sqrt,61,400,fs_acc,0.4479230129667045,0.6370967741935484,0.8367245657568239,0.8483870967741935,"[[756, 329], [0, 930]]"
0.35,10,sqrt,29,400,fs_acc,0.3956565232928178,0.6374193548387097,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.45,10,sqrt,68,400,fs_acc,0.4254398468005315,0.6335483870967742,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.35,8,sqrt,42,400,fs_acc,0.42047548409230273,0.635483870967742,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.35,8,sqrt,64,400,fs_acc,0.41192941002526606,0.6377419354838709,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.55,8,sqrt,9,400,fs_acc,0.4596603218547234,0.6348387096774194,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.55,8,sqrt,25,400,fs_acc,0.45104461284678227,0.6337096774193548,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.55,8,sqrt,61,400,fs_acc,0.4582207151153299,0.6338709677419355,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.45,5,sqrt,23,400,fs_acc,0.46012077589494693,0.6377419354838709,0.8362282878411911,0.847926267281106,"[[755, 330], [0, 930]]"
0.35,10,sqrt,32,400,fs_acc,0.3971316061822978,0.6370967741935484,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.35,10,sqrt,37,400,fs_acc,0.397833603256991,0.6403225806451613,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.35,10,sqrt,44,400,fs_acc,0.3962800367996037,0.6351612903225806,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.45,10,sqrt,18,400,fs_acc,0.4244796720927981,0.6338709677419355,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.45,8,sqrt,5,400,fs_acc,0.4293627305535452,0.6333870967741936,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.45,8,sqrt,23,400,fs_acc,0.44190802609861246,0.6341935483870967,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.55,8,sqrt,24,400,fs_acc,0.4572402999073121,0.6319354838709678,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.55,10,sqrt,14,400,fs_acc,0.44189192262116944,0.6320967741935484,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.55,10,sqrt,79,400,fs_acc,0.45118606086508894,0.6329032258064516,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.35,5,sqrt,62,400,fs_acc,0.44294536771409193,0.6370967741935484,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
0.35,10,sqrt,16,400,fs_acc,0.3956829174173514,0.6351612903225806,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.35,10,sqrt,59,400,fs_acc,0.3954447973801469,0.6345161290322581,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.45,10,sqrt,78,400,fs_acc,0.4261536341614069,0.6370967741935484,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.35,8,sqrt,75,400,fs_acc,0.40062708181549844,0.6346774193548387,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.45,8,sqrt,1,400,fs_acc,0.42859014690631136,0.6327419354838709,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.45,8,sqrt,63,400,fs_acc,0.43467217497734556,0.6325806451612903,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.55,8,sqrt,7,400,fs_acc,0.45863994360677734,0.6338709677419355,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.55,8,sqrt,15,400,fs_acc,0.4609109604013141,0.6345161290322581,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.55,8,sqrt,33,400,fs_acc,0.4571253710849674,0.6319354838709678,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.35,5,sqrt,28,400,fs_acc,0.44008970049015045,0.6387096774193548,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.35,5,sqrt,52,400,fs_acc,0.4425768508303415,0.6329032258064516,0.8352357320099255,0.8470046082949308,"[[753, 332], [0, 930]]"
0.35,10,sqrt,25,400,fs_acc,0.39681708258211723,0.632258064516129,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,10,sqrt,45,400,fs_acc,0.38744744502212186,0.635,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.45,10,sqrt,53,400,fs_acc,0.4274092669290988,0.6351612903225806,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,8,sqrt,6,400,fs_acc,0.40578960606336645,0.6382258064516129,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,8,sqrt,22,400,fs_acc,0.40995752708516653,0.6316129032258064,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,8,sqrt,62,400,fs_acc,0.40994761964086684,0.6351612903225806,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.45,8,sqrt,32,400,fs_acc,0.427220843368139,0.637258064516129,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.55,8,sqrt,19,400,fs_acc,0.44580041564531414,0.6358064516129033,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.55,10,sqrt,25,400,fs_acc,0.4439851427071137,0.6343548387096775,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.55,10,sqrt,73,400,fs_acc,0.44244024306675567,0.6366129032258064,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,5,sqrt,6,400,fs_acc,0.43445412718446325,0.6343548387096775,0.8347394540942928,0.8465437788018433,"[[752, 333], [0, 930]]"
0.35,10,sqrt,65,400,fs_acc,0.3984918169059167,0.6370967741935484,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,10,sqrt,68,400,fs_acc,0.3959455165795969,0.6351612903225806,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,10,sqrt,70,400,fs_acc,0.3952614119416124,0.6341935483870967,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,10,sqrt,76,400,fs_acc,0.3986344334552337,0.6374193548387097,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,10,sqrt,8,400,fs_acc,0.41742840403491166,0.6356451612903226,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,10,sqrt,46,400,fs_acc,0.4188907777732409,0.6362903225806451,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,10,sqrt,66,400,fs_acc,0.41931579468673674,0.6343548387096775,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,8,sqrt,55,400,fs_acc,0.4105067831728099,0.6387096774193548,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,8,sqrt,4,400,fs_acc,0.43297398345412635,0.6306451612903226,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,8,sqrt,12,400,fs_acc,0.4355961644108885,0.6348387096774194,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.55,8,sqrt,51,400,fs_acc,0.46839594012745767,0.6341935483870967,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
